"name","global_sales_m","na_sales_m","eu_sales_m","jp_sales_m","other_sales_m","meta_critic_score","meta_user_score","platform","plf_con","plf_pc","publisher","developer","num_g_pub","game_genre","gen_action","gen_adventure","gen_racing","gen_roleplaying","gen_simulation","gen_sports","gen_strategy","gen_mmo","gen_misc","franchise","originalcost_$","meta_release_date","singleplayer","multiplayer","coop","controller","meta_esrb","esrb_everyone","esrb_teens","esrb_adults","esrb_pending","indie","soundtrack","presence","languages","num_languages","platform_release_date","platform_release_year","release_diff_days"
"LEGO The Lord of the Rings",1.06,0.37,0.52,NA,0.16,82,83,"PlayStation 3",1,0,"Warner Bros. Interactive Entertainment  ","Unknown  ",62,"Misc",0,0,0,0,0,0,0,0,1,0,19.99,2012-11-13,1,1,1,1,"E10+",1,0,0,0,0,0,706553,"English, Danish, Dutch, French, German, Italian, Polish, Russian",8,2006-11-11,2006,2194
"LEGO The Lord of the Rings",1.24,0.64,0.5,NA,0.1,80,84,"Xbox 360",1,0,"Warner Bros. Interactive Entertainment  ","Unknown  ",62,"Misc",0,0,0,0,0,0,0,0,1,0,19.99,2012-11-13,1,1,1,1,"E10+",1,0,0,0,0,0,706553,"English, Danish, Dutch, French, German, Italian, Polish, Russian",8,2005-11-22,2005,2548
"Warhammer 40,000: Dawn of War III",0.04,NA,0.04,NA,0,77,45,"PC",0,1,"Sega  ","Relic Entertainment  ",1334,"Strategy",0,0,0,0,0,0,1,0,0,1,39.99,2017-04-27,1,1,1,0,"M",0,0,1,0,0,0,613160,"English, French, Italian, German, Korean, Polish, Russian, Turkish, Czech",9,1962-01-01,1962,20205
"DiRT 4",0.01,NA,0.01,NA,0,78,59,"PC",0,1,"Deep Silver  ","Codemasters  ",75,"Racing",0,0,1,0,0,0,0,0,0,1,24.99,2017-06-08,1,1,0,1,"T",0,1,0,0,0,0,1000476,"English, French, Italian, German, Polish, Japanese",6,1962-01-01,1962,20247
"DiRT 4",0.49,0.1,0.3,0.02,0.07,85,75,"PlayStation 4",1,0,"Deep Silver  ","Codemasters  ",75,"Racing",0,0,1,0,0,0,0,0,0,1,24.99,2017-06-06,1,1,0,1,"T",0,1,0,0,0,0,1000476,"English, French, Italian, German, Polish, Japanese",6,2013-11-15,2013,1299
"LEGO Harry Potter: Years 1-4",0.05,0.04,0.01,NA,0.01,79,77,"PC",0,1,"Warner Bros. Interactive  ","Telltale Games  ",62,"Adventure",0,1,0,0,0,0,0,0,0,0,19.99,2010-06-25,1,1,1,1,"E10+",1,0,0,0,0,0,1000858,"English, French, German, Italian",4,1962-01-01,1962,17707
"LEGO Harry Potter: Years 1-4",1.37,0.55,0.61,NA,0.21,79,80,"PlayStation 3",1,0,"Warner Bros. Interactive  ","Traveller's Tales  ",62,"Adventure",0,1,0,0,0,0,0,0,0,0,19.99,2010-06-29,1,1,1,1,"E10+",1,0,0,0,0,0,1000858,"English, French, German, Italian",4,2006-11-11,2006,1326
"LEGO Harry Potter: Years 1-4",2.45,1.29,0.94,NA,0.22,79,81,"Wii",1,0,"Warner Bros. Interactive  ","Traveller's Tales  ",62,"Adventure",0,1,0,0,0,0,0,0,0,0,19.99,2010-06-29,1,1,1,1,"E10+",1,0,0,0,0,0,1000858,"English, French, German, Italian",4,2006-11-19,2006,1318
"LEGO Harry Potter: Years 1-4",1.59,0.95,0.5,NA,0.14,79,80,"Xbox 360",1,0,"Warner Bros. Interactive  ","Traveller's Tales  ",62,"Adventure",0,1,0,0,0,0,0,0,0,0,19.99,2010-06-29,1,1,1,1,"E10+",1,0,0,0,0,0,1000858,"English, French, German, Italian",4,2005-11-22,2005,1680
"Tropico 4",0.26,0.1,0.13,NA,0.03,78,78,"PC",0,1,"Kalypso  ","Haemimont Games  ",27,"Strategy",0,0,0,0,0,0,1,0,0,1,14.99,2011-08-30,1,0,0,0,"T",0,1,0,0,0,0,728190,"English, French, German, Italian, Korean",5,1962-01-01,1962,18138
"Bayonetta",1.21,0.44,0.4,0.21,0.16,87,77,"PlayStation 3",1,0,"Sega  ","PlatinumGames  ",1334,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2010-01-05,1,0,0,1,"M",0,0,1,0,0,0,1001525,"English, French, Italian, German, Japanese",5,2006-11-11,2006,1151
"Bayonetta",0.93,0.51,0.25,0.09,0.08,90,81,"Xbox 360",1,0,"Sega  ","PlatinumGames  ",1334,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2010-01-05,1,0,0,1,"M",0,0,1,0,0,0,1001525,"English, French, Italian, German, Japanese",5,2005-11-22,2005,1505
".hack//G.U. Last Recode",0.24,0.1,0.04,0.08,0.03,76,79,"PlayStation 4",1,0,"Namco Bandai Games  ","CyberConnect2  ",300,"Role-Playing",0,0,0,1,0,0,0,0,0,0,49.99,2017-11-03,1,0,0,1,"T",0,1,0,0,0,0,57580,"English, French, German, Japanese",4,2013-11-15,2013,1449
"Anno 2205",0.23,0.04,0.17,NA,0.02,72,60,"PC",0,1,"Ubisoft  ","Blue Byte  ",802,"Strategy",0,0,0,0,0,0,1,0,0,0,39.99,2015-11-02,1,1,0,0,"E10+",1,0,0,0,0,0,312410,"English, French, German, Polish, Russian",5,1962-01-01,1962,19663
"Dynasty Warriors 8: Xtreme Legends",0.16,0.02,0.02,0.11,0.01,68,70,"PlayStation 3",1,0,"Tecmo Koei  ","Unknown  ",123,"Misc",0,0,0,0,0,0,0,0,1,0,49.99,2014-03-25,1,1,1,1,"T",0,1,0,0,0,0,415281,"English, French, German, Japanese",4,2006-11-11,2006,2691
"LEGO DC Super-Villains",0.3,0.2,0.07,NA,0.03,72,70,"Xbox One",1,0,"Warner Bros. Interactive Entertainment  ","Traveller's Tales  ",62,"Action-Adventure",1,0,0,0,0,0,0,0,0,0,39.99,2018-10-16,1,1,1,1,"E10+",1,0,0,0,0,0,443682,"English, Italian, German, Arabic, Danish, Dutch, Korean, Polish, Russian, French",10,2013-11-22,2013,1789
"LEGO DC Super-Villains",0.46,0.22,0.17,NA,0.08,74,65,"PlayStation 4",1,0,"Warner Bros. Interactive Entertainment  ","Traveller's Tales  ",62,"Action-Adventure",1,0,0,0,0,0,0,0,0,0,39.99,2018-10-16,1,1,1,1,"E10+",1,0,0,0,0,0,443682,"English, Italian, German, Arabic, Danish, Dutch, Korean, Polish, Russian, French",10,2013-11-15,2013,1796
"BlazBlue: Central Fiction",0.17,0.1,NA,0.05,0.02,84,77,"PlayStation 4",1,0,"Aksys Games  ","Arc System Works  ",109,"Fighting",1,0,0,0,0,0,0,0,0,0,39.99,2016-11-01,1,1,0,1,"T",0,1,0,0,0,0,229067,"English, Japanese, Korean",3,2013-11-15,2013,1082
"Far Cry 2",1.38,0.43,0.69,0.01,0.26,85,64,"PlayStation 3",1,0,"Ubisoft  ","Ubisoft Montreal  ",802,"Shooter",1,0,0,0,0,0,0,0,0,1,9.99,2008-10-21,1,1,0,0,"M",0,0,1,0,0,0,1001297,"English, French, Italian, German",4,2006-11-11,2006,710
"Far Cry 2",0.48,0.01,0.45,NA,0.02,85,58,"PC",0,1,"Ubisoft  ","Ubisoft Montreal  ",802,"Shooter",1,0,0,0,0,0,0,0,0,1,9.99,2008-10-21,1,1,0,0,"M",0,0,1,0,0,0,1001297,"English, French, Italian, German",4,1962-01-01,1962,17095
"Far Cry 2",1.59,0.72,0.69,0.02,0.18,85,67,"Xbox 360",1,0,"Ubisoft  ","Ubisoft Montreal  ",802,"Shooter",1,0,0,0,0,0,0,0,0,1,9.99,2008-10-21,1,1,0,0,"M",0,0,1,0,0,0,1001297,"English, French, Italian, German",4,2005-11-22,2005,1064
"Call of Duty: Ghosts",3.07,1.92,0.86,NA,0.28,78,43,"Xbox One",1,0,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,59.99,2013-11-19,1,1,1,1,"M",0,0,1,0,0,0,1001234,"English, French, German, Italian",4,2013-11-22,2013,0
"Call of Duty: Ghosts",4.17,1.79,1.64,0.05,0.69,78,38,"PlayStation 4",1,0,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,59.99,2013-11-15,1,1,1,1,"M",0,0,1,0,0,0,1001234,"English, French, German, Italian",4,2013-11-15,2013,0
"Zombie Army Trilogy",0.22,0.06,0.13,NA,0.03,62,68,"PlayStation 4",1,0,"Rebellion Developments  ","Rebellion Developments  ",3,"Shooter",1,0,0,0,0,0,0,0,0,0,44.99,2015-03-03,1,1,1,1,"M",0,0,1,0,0,0,210549,"English, French, Italian, German, Japanese, Korean, Polish, Russian",8,2013-11-15,2013,473
"Strange Brigade",0.09,0.05,0.03,NA,0.02,73,55,"PlayStation 4",1,0,"Rebellion Developments  ","Rebellion Developments  ",3,"Shooter",1,0,0,0,0,0,0,0,0,0,49.99,2018-08-28,1,1,1,1,"T",0,1,0,0,0,0,107294,"English, French, Italian, German, Japanese, Korean, Polish, Russian",8,2013-11-15,2013,1747
"Strange Brigade",0.05,0.04,0.01,NA,0.01,75,59,"Xbox One",1,0,"Rebellion Developments  ","Rebellion Developments  ",3,"Shooter",1,0,0,0,0,0,0,0,0,0,49.99,2018-08-28,1,1,1,1,"T",0,1,0,0,0,0,107294,"English, French, Italian, German, Japanese, Korean, Polish, Russian",8,2013-11-22,2013,1740
"The Evil Within",1.86,0.56,0.9,0.11,0.28,75,75,"PlayStation 4",1,0,"Bethesda Softworks  ","Tango Gameworks  ",82,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2014-10-14,1,0,0,1,"M",0,0,1,0,0,0,1001411,"English, French, Italian, German, Polish, Russian",6,2013-11-15,2013,333
"Hello Neighbor",0,NA,0,NA,0,38,46,"PC",0,1,"Gearbox Software  ","Dynamic Pixels  ",10,"Action",1,0,0,0,0,0,0,0,0,1,29.99,2017-12-08,0,0,0,1,"E10+",1,0,0,0,0,0,888920,"English, French, Italian, German, Arabic, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Russian, Swedish, Turkish",19,1962-01-01,1962,20430
"Tales of Zestiria",0.45,0.18,0.16,0.04,0.07,72,72,"PlayStation 4",1,0,"Namco Bandai Games  ","Namco Bandai Games  ",300,"Role-Playing",0,0,0,1,0,0,0,0,0,0,49.99,2015-10-20,1,1,1,1,"T",0,1,0,0,0,0,468325,"English, French, Italian, German, Japanese, Russian",6,2013-11-15,2013,704
"ABZU",0.04,0.03,NA,NA,0.01,78,76,"PlayStation 4",1,0,"505 Games  ","Giant Squid Studios  ",146,"Adventure",0,1,0,0,0,0,0,0,0,1,19.99,2016-08-02,1,0,0,1,"E",1,0,0,0,1,0,227199,"English, French, Italian, German, Russian",5,2013-11-15,2013,991
"ABZU",0.02,0.02,NA,NA,0,83,68,"Xbox One",1,0,"505 Games  ","Giant Squid Studios  ",146,"Adventure",0,1,0,0,0,0,0,0,0,1,19.99,2016-12-06,1,0,0,1,"E",1,0,0,0,1,0,227199,"English, French, Italian, German, Russian",5,2013-11-22,2013,1110
"S.T.A.L.K.E.R.: Call of Pripyat",0.06,0,0.05,NA,0.01,80,87,"PC",0,1,"Viva Media  ","GSC Game World  ",42,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2010-02-02,1,1,0,0,"M",0,0,1,0,0,0,743070,"English, German, French, Italian, Russian, Ukrainian, Polish",7,1962-01-01,1962,17564
"Quantum Break",0.02,NA,0.02,NA,0,66,53,"PC",0,1,"THQ Nordic  ","Remedy Entertainment  ",25,"Action",1,0,0,0,0,0,0,0,0,0,39.99,2016-04-05,1,0,0,1,"M",0,0,1,0,0,0,618863,"English, French, German, Japanese, Korean, Russian, Italian",7,1962-01-01,1962,19818
"Quantum Break",0.76,0.42,0.25,0.02,0.07,77,71,"Xbox One",1,0,"Microsoft Studios  ","Remedy Entertainment  ",96,"Action",1,0,0,0,0,0,0,0,0,0,39.99,2016-04-05,1,0,0,1,"M",0,0,1,0,0,0,618863,"English, French, German, Japanese, Korean, Russian, Italian",7,2013-11-22,2013,865
"Bully: Scholarship Edition",0.03,0,0.02,NA,0,72,75,"PC",0,1,"Rockstar Games  ","Rockstar Vancouver/Mad Doc Software  ",64,"Action",1,0,0,0,0,0,0,0,0,0,14.99,2008-10-21,1,1,0,1,"T",0,1,0,0,0,0,558562,"English, Italian, German, French",4,1962-01-01,1962,17095
"Bully: Scholarship Edition",0.5,0.17,0.28,NA,0.06,83,84,"Wii",1,0,"Rockstar Games  ","Rockstar Toronto  ",64,"Action",1,0,0,0,0,0,0,0,0,0,14.99,2008-03-04,1,1,0,1,"T",0,1,0,0,0,0,558562,"English, Italian, German, French",4,2006-11-19,2006,471
"Bully: Scholarship Edition",1.09,0.53,0.42,0.03,0.11,80,83,"Xbox 360",1,0,"Rockstar Games  ","Rockstar Vancouver/Mad Doc Software  ",64,"Action",1,0,0,0,0,0,0,0,0,0,14.99,2008-03-04,1,1,0,1,"T",0,1,0,0,0,0,558562,"English, Italian, German, French",4,2005-11-22,2005,833
"Vanquish",0.61,0.21,0.22,0.11,0.08,84,91,"PlayStation 3",1,0,"Sega  ","PlatinumGames  ",1334,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2010-10-19,1,0,0,1,"M",0,0,1,0,0,0,809482,"English, French, Italian, German, Japanese",5,2006-11-11,2006,1438
"Vanquish",0.42,0.19,0.16,0.03,0.04,84,92,"Xbox 360",1,0,"Sega  ","PlatinumGames  ",1334,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2010-10-19,1,0,0,1,"M",0,0,1,0,0,0,809482,"English, French, Italian, German, Japanese",5,2005-11-22,2005,1792
"LEGO Worlds",1.14,0.21,0.72,0.04,0.17,66,66,"PlayStation 4",1,0,"Warner Bros. Interactive Entertainment  ","Traveller's Tales  ",62,"Misc",0,0,0,0,0,0,0,0,1,0,29.99,2017-03-07,1,1,1,1,"E10+",1,0,0,0,0,0,1000428,"English, French, German, Danish, Russian, Italian, Japanese, Polish, Dutch, Arabic, Czech, Hungarian, Korean, Portuguese, Swedish, Turkish",16,2013-11-15,2013,1208
"Ryse: Son of Rome",1.47,0.84,0.49,0,0.13,60,62,"Xbox One",1,0,"Microsoft Studios  ","Crytek  ",96,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2013-11-22,1,1,1,1,"M",0,0,1,0,0,0,1001357,"English, French, Italian, German, Russian",5,2013-11-22,2013,0
"Farming Simulator 17",0.85,0.19,0.52,0.01,0.13,69,65,"PlayStation 4",1,0,"Focus Home Interactive  ","Giants Software  ",81,"Simulation",0,0,0,0,1,0,0,0,0,1,14.99,2016-10-25,1,1,1,1,"E",1,0,0,0,0,0,1000450,"English, French, Italian, German, Czech, Dutch, Hungarian, Japanese, Korean, Polish, Portuguese, Romanian, Russian, Turkish",14,2013-11-15,2013,1075
"Kingdom Under Fire: Heroes",0.15,0.11,0.03,NA,0.01,78,75,"Xbox",1,0,"Microsoft  ","Phantagram  ",1222,"Strategy",0,0,0,0,0,0,1,0,0,1,19.99,2005-09-20,0,0,0,1,"M",0,0,1,0,0,0,185,"English, French, Italian, German, Korean",5,2001-11-15,2001,1405
"Star Wars: Republic Commando",0.05,NA,0.05,NA,0,78,86,"PC",0,1,"LucasArts  ","LucasArts  ",117,"Shooter",1,0,0,0,0,0,0,0,0,1,9.99,2005-03-01,1,1,1,0,"T",0,1,0,0,0,0,714007,"English, French, German, Italian",4,1962-01-01,1962,15765
"Dark Souls II",1.29,0.38,0.35,0.41,0.15,91,81,"PlayStation 3",1,0,"Namco Bandai Games  ","From Software  ",300,"Role-Playing",0,0,0,1,0,0,0,0,0,1,39.99,2014-03-11,0,1,1,1,"T",0,1,0,0,0,0,1008269,"English, French, Italian, German, Polish, Russian, Korean",7,2006-11-11,2006,2677
"Dark Souls II",0.75,0.49,0.19,0.01,0.07,91,79,"Xbox 360",1,0,"Namco Bandai Games  ","From Software  ",300,"Role-Playing",0,0,0,1,0,0,0,0,0,1,39.99,2014-03-11,0,1,1,1,"T",0,1,0,0,0,0,1008269,"English, French, Italian, German, Polish, Russian, Korean",7,2005-11-22,2005,3031
"Tricky Towers",0.02,0.02,NA,NA,0,72,70,"PlayStation 4",1,0,"Soedesco  ","WeirdBeard  ",12,"Puzzle",0,0,0,0,0,0,0,0,1,0,14.99,2016-08-02,1,1,0,1,"E",1,0,0,0,0,0,341350,"English, French, Italian, German, Japanese, Russian, Portuguese, Dutch, Arabic, Finnish, Korean, Norwegian, Polish, Swedish, Turkish, Romanian",16,2013-11-15,2013,991
"Hitman: Absolution",0.22,0.03,0.18,NA,0.01,79,71,"PC",0,1,"Square Enix  ","IO Interactive  ",318,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2012-11-19,1,1,0,1,"M",0,0,1,0,0,0,1001680,"English, French, German, Italian, Polish, Russian, Turkish",7,1962-01-01,1962,18585
"Hitman: Absolution",1.7,0.68,0.88,0.01,0.13,79,72,"Xbox 360",1,0,"Square Enix  ","IO Interactive  ",318,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2012-11-20,1,1,0,1,"M",0,0,1,0,0,0,1001680,"English, French, German, Italian, Polish, Russian, Turkish",7,2005-11-22,2005,2555
"Hitman: Absolution",2.06,0.59,1.08,0.07,0.32,83,75,"PlayStation 3",1,0,"Square Enix  ","IO Interactive  ",318,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2012-11-20,1,1,0,1,"M",0,0,1,0,0,0,1001680,"English, French, German, Italian, Polish, Russian, Turkish",7,2006-11-11,2006,2201
"Ultra Street Fighter IV",0.1,NA,0.08,NA,0.01,71,62,"PlayStation 4",1,0,"Sony Computer Entertainment  ","Capcom  ",947,"Fighting",1,0,0,0,0,0,0,0,0,1,29.99,2015-05-26,1,1,0,1,"T",0,1,0,0,0,0,1000759,"English, French, German, Italian, Czech, Dutch, Japanese, Korean, Polish, Portuguese, Russian",11,2013-11-15,2013,557
"LEGO Marvel's Avengers",0.48,0.26,0.18,NA,0.04,71,53,"Xbox One",1,0,"Warner Bros. Interactive Entertainment  ","Traveller's Tales  ",62,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2016-01-26,1,1,1,1,"E10+",1,0,0,0,0,0,1000702,"English, French, Italian, German, Danish, Dutch, Polish, Russian, Arabic",9,2013-11-22,2013,795
"LEGO Marvel's Avengers",1.01,0.31,0.53,0.01,0.16,71,71,"PlayStation 4",1,0,"Warner Bros. Interactive Entertainment  ","Traveller's Tales  ",62,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2016-01-26,1,1,1,1,"E10+",1,0,0,0,0,0,1000702,"English, French, Italian, German, Danish, Dutch, Polish, Russian, Arabic",9,2013-11-15,2013,802
"Mega Man 11",0.17,0.09,0.03,0.03,0.03,82,80,"PlayStation 4",1,0,"Capcom  ","Capcom  ",549,"Platform",1,0,0,0,0,0,0,0,0,1,29.99,2018-10-02,1,0,0,1,"E10+",1,0,0,0,0,0,1000632,"English, French, Italian, German, Japanese",5,2013-11-15,2013,1782
"Mega Man 11",0.06,0.06,NA,NA,0.01,77,87,"Xbox One",1,0,"Capcom  ","Capcom  ",549,"Platform",1,0,0,0,0,0,0,0,0,1,29.99,2018-10-02,1,0,0,1,"E10+",1,0,0,0,0,0,1000632,"English, French, Italian, German, Japanese",5,2013-11-22,2013,1775
"Borderlands 2 VR",0.09,0.07,NA,NA,0.02,72,75,"PlayStation 4",1,0,"2K Games  ","Gearbox Software  ",97,"Shooter",1,0,0,0,0,0,0,0,0,0,49.99,2018-12-14,0,0,0,1,"M",0,0,1,0,0,0,189880,"English, French, Italian, German, Japanese",5,2013-11-15,2013,1855
"Naruto Shippuden: Ultimate Ninja Storm 2",0.78,0.43,0.27,0.01,0.07,74,87,"Xbox 360",1,0,"Namco Bandai  ","CyberConnect2  ",446,"Fighting",1,0,0,0,0,0,0,0,0,1,19.99,2010-10-19,0,1,0,1,"T",0,1,0,0,0,0,1000627,"English, French, Italian, German, Japanese",5,2005-11-22,2005,1792
"Duke Nukem 3D: 20th Anniversary World Tour",0.09,0.07,NA,NA,0.02,77,74,"PlayStation 4",1,0,"Gearbox Software  ","Gearbox Software  ",10,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2016-10-11,1,1,1,1,"M",0,0,1,0,0,0,54784,"English, French, Italian, German, Japanese, Russian",6,2013-11-15,2013,1061
"Warhammer 40,000: Dawn of War",0.05,0.01,0.04,NA,0,86,87,"PC",0,1,"THQ  ","Relic  ",527,"Strategy",0,0,0,0,0,0,1,0,0,0,19.99,2004-09-20,1,1,1,0,"M",0,0,1,0,0,0,757785,"English, French, German, Italian",4,1962-01-01,1962,15603
"Thief",0.48,0.26,0.17,NA,0.04,69,59,"Xbox One",1,0,"Square Enix  ","Eidos Montreal  ",318,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2014-02-25,1,0,0,1,"M",0,0,1,0,0,0,1001511,"English, German, French, Italian, Polish, Russian, Czech",7,2013-11-22,2013,95
"Thief",0.85,0.28,0.41,0.03,0.13,67,62,"PlayStation 4",1,0,"Square Enix  ","Eidos Montreal  ",318,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2014-02-25,1,0,0,1,"M",0,0,1,0,0,0,1001511,"English, German, French, Italian, Polish, Russian, Czech",7,2013-11-15,2013,102
"Supreme Commander: Forged Alliance",0.04,0.01,0.02,NA,0,81,89,"PC",0,1,"THQ  ","Gas Powered Games  ",527,"Strategy",0,0,0,0,0,0,1,0,0,1,12.99,2007-11-06,1,1,1,0,"E10+",1,0,0,0,0,0,165620,"English, French, Italian, German, Czech, Polish, Russian",7,1962-01-01,1962,16745
"Grand Theft Auto: Vice City",0.04,NA,0.03,NA,0,94,88,"PC",0,1,"Rockstar Games  ","Rockstar North  ",64,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2003-05-12,1,0,0,1,"M",0,0,1,0,0,0,1002094,"English, French, German, Italian",4,1962-01-01,1962,15106
"Grand Theft Auto: Vice City",16.15,8.41,5.49,0.47,1.78,95,88,"PlayStation 2",1,0,"Rockstar Games  ","Rockstar North  ",64,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2002-10-27,1,0,0,1,"M",0,0,1,0,0,0,1002094,"English, French, German, Italian",4,2000-03-04,2000,967
"Sword Art Online: Lost Song",0.36,0.19,0.11,NA,0.06,63,62,"PlayStation 4",1,0,"Namco Bandai Games  ","Namco Bandai Games  ",300,"Role-Playing",0,0,0,1,0,0,0,0,0,1,19.99,2015-11-17,1,1,0,1,"T",0,1,0,0,0,0,363802,"English, Japanese, French, Italian, German",5,2013-11-15,2013,732
"Call of Duty 2",2.06,1.84,0.04,0.01,0.16,89,82,"Xbox 360",1,0,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2005-11-17,1,1,1,0,"T",0,1,0,0,0,0,1001116,"English, French, German, Italian",4,2005-11-22,2005,0
"Call of Duty 2",0.06,0,0.05,NA,0.01,86,85,"PC",0,1,"Activision  ","Infinity Ward  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2005-10-25,1,1,1,0,"T",0,1,0,0,0,0,1001116,"English, French, German, Italian",4,1962-01-01,1962,16003
"GRIP: Combat Racing",0.01,0.01,NA,NA,0,71,61,"PlayStation 4",1,0,"U&I Entertainment  ","Caged Element  ",2,"Racing",0,0,1,0,0,0,0,0,0,0,29.99,2018-11-06,1,1,0,1,"E10+",1,0,0,0,1,0,39025,"English, French, Italian, German, Japanese, Korean, Polish, Russian, Hungarian",9,2013-11-15,2013,1817
"Max Payne",1.22,0.98,0.19,NA,0.05,89,82,"Xbox",1,0,"Rockstar Games  ","neo Software  ",64,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2001-12-12,1,0,0,0,"M",0,0,1,0,0,0,1001801,"English",2,2001-11-15,2001,27
"Max Payne",0.03,0.02,0.01,NA,0,78,85,"Game Boy Advance",1,0,"Rockstar Games  ","Mobius Entertainment  ",64,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2003-12-18,1,0,0,0,"M",0,0,1,0,0,0,1001801,"English",2,2001-06-22,2003,909
"Max Payne",3.31,1.99,1.05,0.05,0.22,80,84,"PlayStation 2",1,0,"Rockstar Games  ","Remedy Entertainment  ",64,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2001-12-06,1,0,0,0,"M",0,0,1,0,0,0,1001801,"English",2,2000-03-04,2000,642
"Max Payne",0.02,NA,0.02,NA,0,89,91,"PC",0,1,"Gathering of Developers  ","Remedy Entertainment  ",34,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2001-07-23,1,0,0,0,"M",0,0,1,0,0,0,1001801,"English",2,1962-01-01,1962,14448
"Aragami",0.04,0.03,NA,NA,0.01,71,71,"PlayStation 4",1,0,"Maximum Games  ","Lince Works  ",21,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2016-10-10,1,1,1,1,"M",0,0,1,0,1,0,145521,"English, French, Italian, German, Japanese, Polish, Hungarian, Russian",8,2013-11-15,2013,1060
"DiRT Rally",0.51,0.13,0.3,NA,0.08,85,79,"PlayStation 4",1,0,"Codemasters  ","Codemasters  ",119,"Racing",0,0,1,0,0,0,0,0,0,0,19.99,2016-04-05,1,1,1,1,"E",1,0,0,0,0,0,1000912,"English, French, Italian, German, Russian",5,2013-11-15,2013,872
"Sonic Forces",0.56,0.15,0.31,0.01,0.09,57,69,"PlayStation 4",1,0,"Sega  ","Sonic Team  ",1334,"Platform",1,0,0,0,0,0,0,0,0,1,39.99,2017-11-07,1,0,0,1,"E10+",1,0,0,0,0,0,943879,"English, French, Italian, German, Japanese, Korean, Polish, Russian",8,2013-11-15,2013,1453
"BioShock 2",1.55,0.85,0.46,0.02,0.22,88,82,"PlayStation 3",1,0,"2K Games  ","2K Marin  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2010-02-09,1,1,0,1,"M",0,0,1,0,0,0,1001922,"English, French, German, Italian",4,2006-11-11,2006,1186
"BioShock 2",2.2,1.45,0.54,0.02,0.2,88,82,"Xbox 360",1,0,"2K Games  ","2K Marin  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2010-02-09,1,1,0,1,"M",0,0,1,0,0,0,1001922,"English, French, German, Italian",4,2005-11-22,2005,1540
"Zero Escape: Zero Time Dilemma",0.12,0.08,NA,0.03,0.01,81,82,"Nintendo 3DS",1,0,"Aksys Games  ","Chime  ",109,"Adventure",0,1,0,0,0,0,0,0,0,0,19.99,2016-06-28,1,0,0,1,"M",0,0,1,0,0,0,35160,"English, Japanese",2,2011-02-26,2011,1949
"Zero Escape: Zero Time Dilemma",0.03,0.02,NA,NA,0,80,66,"PlayStation 4",1,0,"Rising Star Games  ","Chime  ",21,"Adventure",0,1,0,0,0,0,0,0,0,0,19.99,2017-08-18,1,0,0,1,"M",0,0,1,0,0,0,35160,"English, Japanese",2,2013-11-15,2013,1372
"Spec Ops: The Line",0.55,0.19,0.24,0.04,0.07,77,82,"PlayStation 3",1,0,"2K Games  ","Yager Development  ",97,"Shooter",1,0,0,0,0,0,0,0,0,0,29.99,2012-06-26,1,1,0,1,"M",0,0,1,0,0,0,1001878,"English, French, German, Italian, Japanese",5,2006-11-11,2006,2054
"The Surge",0.01,NA,0.01,NA,0,72,68,"PC",0,1,"Focus Home Interactive  ","DECK13 Interactive  ",81,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2017-05-16,1,1,0,1,"M",0,0,1,0,0,0,1001107,"English, French, Italian, German, Polish, Russian, Korean, Japanese",8,1962-01-01,1962,20224
