"name","global_sales_m","na_sales_m","eu_sales_m","jp_sales_m","other_sales_m","meta_critic_score","meta_user_score","platform","plf_con","plf_pc","publisher","developer","num_g_pub","game_genre","gen_action","gen_adventure","gen_racing","gen_roleplaying","gen_simulation","gen_sports","gen_strategy","gen_mmo","gen_misc","franchise","originalcost_$","meta_release_date","singleplayer","multiplayer","coop","controller","meta_esrb","esrb_everyone","esrb_teens","esrb_adults","esrb_pending","indie","soundtrack","presence","languages","num_languages","platform_release_date","platform_release_year","release_diff_days"
"X3: Reunion",0,NA,0,NA,0,71,68,"PC",0,1,"Enlight  ","Egosoft  ",15,"Strategy",0,0,0,0,0,0,1,0,0,1,9.99,2005-11-10,1,0,0,0,"T",0,1,0,0,0,0,98472,"English, French, German, Italian, Russian, Czech, Polish",7,1962-01-01,1962,16019
"MX vs. ATV Unleashed",1.03,0.86,0.03,NA,0.14,79,84,"PlayStation 2",1,0,"THQ  ","Rainbow Studios  ",527,"Racing",0,0,1,0,0,0,0,0,0,1,9.99,2005-03-16,0,1,0,0,"E",1,0,0,0,0,0,148578,"English",2,2000-03-04,2000,1838
"MX vs. ATV Unleashed",0.4,0.32,0.07,NA,0.01,80,83,"Xbox",1,0,"THQ  ","Rainbow Studios  ",527,"Racing",0,0,1,0,0,0,0,0,0,1,9.99,2005-03-24,0,1,0,0,"E",1,0,0,0,0,0,148578,"English",2,2001-11-15,2001,1225
"Battlestations: Midway",0.01,NA,0.01,NA,0,76,73,"PC",0,1,"Eidos Interactive  ","Eidos Hungary  ",167,"Strategy",0,0,0,0,0,0,1,0,0,0,6.99,2007-01-30,1,1,0,0,"T",0,1,0,0,0,0,52629,"English, French, German, Italian",4,1962-01-01,1962,16465
"Battlestations: Midway",0.26,0.21,0.02,0,0.02,73,71,"Xbox 360",1,0,"Eidos Interactive  ","Eidos Hungary  ",167,"Strategy",0,0,0,0,0,0,1,0,0,0,6.99,2007-01-30,1,1,0,0,"T",0,1,0,0,0,0,52629,"English, French, German, Italian",4,2005-11-22,2005,434
"Blades of Time",0.1,0.04,0.03,0.01,0.01,53,71,"PlayStation 3",1,0,"Konami Digital Entertainment  ","Gaijin Games Inc.  ",59,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2012-03-06,1,1,0,1,"M",0,0,1,0,0,0,1000785,"English, French, German, Italian, Japanese, Russian",6,2006-11-11,2006,1942
"Blades of Time",0.1,0.07,0.02,0,0.01,52,66,"Xbox 360",1,0,"Konami Digital Entertainment  ","Gaijin Games Inc.  ",59,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2012-03-06,1,1,0,1,"M",0,0,1,0,0,0,1000785,"English, French, German, Italian, Japanese, Russian",6,2005-11-22,2005,2296
"BloodRayne 2",0.27,0.13,0.1,NA,0.03,70,85,"PlayStation 2",1,0,"Majesco  ","Terminal Reality  ",224,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2004-10-12,1,0,0,0,"M",0,0,1,0,0,0,167624,"English",2,2000-03-04,2000,1683
"BloodRayne 2",0.15,0.11,0.03,NA,0.01,71,85,"Xbox",1,0,"Majesco  ","Terminal Reality  ",224,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2004-10-12,1,0,0,0,"M",0,0,1,0,0,0,167624,"English",2,2001-11-15,2001,1062
"Rogue Trooper Redux",0.02,0.01,NA,NA,0,59,65,"PlayStation 4",1,0,"Rebellion  ","TickTock Games  ",3,"Shooter",1,0,0,0,0,0,0,0,0,0,24.99,2017-10-17,0,0,1,1,"T",0,1,0,0,0,0,15318,"English, French, Italian, German",4,2013-11-15,2013,1432
"Broken Sword: Shadow of the Templars - The Director's Cut",0.24,0.11,0.1,NA,0.02,74,82,"Wii",1,0,"Ubisoft  ","Revolution Software  ",802,"Adventure",0,1,0,0,0,0,0,0,0,0,5.99,2009-03-24,1,0,0,0,"T",0,1,0,0,0,0,31132,"English, French, German, Italian",4,2006-11-19,2006,856
"Railroad Tycoon 3",0.03,NA,0.03,NA,0,80,77,"PC",0,1,"Gathering of Developers  ","PopTop Software  ",34,"Strategy",0,0,0,0,0,0,1,0,0,0,9.99,2003-10-23,1,0,0,0,"E",1,0,0,0,0,0,163589,"English, French, German, Italian",4,1962-01-01,1962,15270
"The Inner World",0.03,NA,0.03,NA,0,72,77,"PC",0,1,"Headup Games  ","Headup Games  ",7,"Adventure",0,1,0,0,0,0,0,0,0,0,14.99,2013-09-27,1,0,0,0,"T",0,1,0,0,1,0,859832,"English, German",2,1962-01-01,1962,18897
"Oddworld: Abe's Oddysee",1.24,0.75,0.44,NA,0.06,85,90,"PlayStation",1,0,"GT Interactive  ","Oddworld Inhabitants  ",86,"Platform",1,0,0,0,0,0,0,0,0,0,2.99,1997-08-31,1,0,0,0,"T",0,1,0,0,1,0,215523,"English, French, German, Italian, Japanese",5,1994-12-03,1994,1002
"Lost Planet: Extreme Condition",0,NA,0,NA,0,66,72,"PC",0,1,"Capcom  ","Capcom  ",549,"Shooter",1,0,0,0,0,0,0,0,0,0,14.99,2007-06-26,1,1,1,1,"T",0,1,0,0,0,0,115642,"English, French, German, Italian, Japanese, Korean",6,1962-01-01,1962,16612
"Lost Planet: Extreme Condition",0.64,0.31,0.17,0.07,0.08,67,69,"PlayStation 3",1,0,"Capcom  ","Capcom  ",549,"Shooter",1,0,0,0,0,0,0,0,0,0,14.99,2008-02-26,1,1,1,1,"T",0,1,0,0,0,0,115642,"English, French, German, Italian, Japanese, Korean",6,2006-11-11,2006,472
"The Book of Unwritten Tales 2",0,NA,0,NA,0,80,76,"PC",0,1,"Nordic Games  ","KING Art Games  ",27,"Adventure",0,1,0,0,0,0,0,0,0,1,29.99,2015-02-20,1,0,0,1,"T",0,1,0,0,0,0,156665,"English, German, French, Italian, Korean, Polish",6,1962-01-01,1962,19408
"Bus Driver",0.01,NA,0.01,NA,NA,61,71,"PC",0,1,"Meridian4  ","SCS Software  ",23,"Simulation",0,0,0,0,1,0,0,0,0,0,19.99,2007-03-22,1,0,0,1,"E",1,0,0,0,1,0,1000352,"English, German, Russian, French, Korean, Czech, Italian, Turkish, Romanian, Polish, Hungarian, Ukrainian",12,1962-01-01,1962,16516
"Dark Sector",0.47,0.23,0.16,0.01,0.07,72,75,"PlayStation 3",1,0,"D3 Publisher  ","Digital Extremes  ",350,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2008-03-25,1,0,0,1,"M",0,0,1,0,0,0,637568,"English, French",2,2006-11-11,2006,500
"Dark Sector",0.48,0.22,0.2,0.01,0.05,72,75,"Xbox 360",1,0,"D3 Publisher  ","Digital Extremes  ",350,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2008-03-25,1,0,0,1,"M",0,0,1,0,0,0,637568,"English, French",2,2005-11-22,2005,854
"The Movies",0.04,0.01,0.03,NA,0,84,83,"PC",0,1,"Lionhead Studios  ","Lionhead Studios  ",1,"Simulation",0,0,0,0,1,0,0,0,0,0,9.99,2005-11-08,1,0,0,0,"T",0,1,0,0,1,0,1000648,"English, French, Italian, Arabic, Czech, Dutch, German, Russian, Thai, Turkish, Danish, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Swedish, Bulgarian, Romanian, Ukrainian",23,1962-01-01,1962,16017
"Divine Divinity",0,NA,0,NA,0,81,85,"PC",0,1,"CDV Software Entertainment  ","Larian Studios  ",48,"Role-Playing",0,0,0,1,0,0,0,0,0,0,5.99,2002-09-22,1,0,0,0,"T",0,1,0,0,0,0,254022,"English, German, French, Russian",4,1962-01-01,1962,14874
"F1 2012",1.01,0.12,0.65,0.05,0.18,81,75,"PlayStation 3",1,0,"Codemasters  ","Codemasters Birmingham  ",119,"Racing",0,0,1,0,0,0,0,0,0,1,19.99,2012-09-18,1,1,0,1,"E",1,0,0,0,0,0,1000374,"English, German, French, Italian, Russian, Japanese, Polish",7,2006-11-11,2006,2138
"Sacrifice",0,NA,0,NA,0,89,89,"PC",0,1,"Interplay  ","Shiny Entertainment  ",138,"Strategy",0,0,0,0,0,0,1,0,0,0,9.99,2000-11-05,1,1,0,0,"M",0,0,1,0,0,0,1000611,"English, French, German, Italian",4,1962-01-01,1962,14188
"FlatOut: Ultimate Carnage",0.01,NA,0.01,NA,0,79,77,"PC",0,1,"Empire Interactive  ","Bugbear Entertainment  ",53,"Racing",0,0,1,0,0,0,0,0,0,0,19.99,2008-08-26,1,1,0,0,"T",0,1,0,0,0,1,129544,"English, French, German, Italian",4,1962-01-01,1962,17039
"SuperPower 2",0,NA,0,NA,0,51,68,"PC",0,1,"DreamCatcher Interactive  ","Golem Labs  ",136,"Strategy",0,0,0,0,0,0,1,0,0,0,9.99,2004-10-11,1,1,0,0,"T",0,1,0,0,0,0,326426,"English, French, Italian, German, Russian",5,1962-01-01,1962,15624
"Commandos 2: Men of Courage",0,NA,0,NA,0,87,88,"PC",0,1,"Eidos Interactive  ","Pyro Studios  ",167,"Strategy",0,0,0,0,0,0,1,0,0,0,4.99,2001-09-20,1,1,1,0,"T",0,1,0,0,0,0,60774,"English, German",2,1962-01-01,1962,14507
"Commandos 2: Men of Courage",0.07,0.05,0.02,NA,0,67,83,"Xbox",1,0,"Eidos Interactive  ","Pyro Studios  ",167,"Strategy",0,0,0,0,0,0,1,0,0,0,4.99,2002-09-18,1,1,1,0,"T",0,1,0,0,0,0,60774,"English, German",2,2001-11-15,2001,307
"Commandos 2: Men of Courage",0.18,0.09,0.07,NA,0.02,67,69,"PlayStation 2",1,0,"Eidos Interactive  ","Pyro Studios  ",167,"Strategy",0,0,0,0,0,0,1,0,0,0,4.99,2002-08-28,1,1,1,0,"T",0,1,0,0,0,0,60774,"English, German",2,2000-03-04,2000,907
"Don't Knock Twice",0.03,0.02,NA,NA,0.01,56,56,"PlayStation 4",1,0,"Perpetual  ","Wales Interactive Ltd.  ",2,"Adventure",0,1,0,0,0,0,0,0,0,0,NA,2017-09-05,0,0,0,1,"M",0,0,1,0,1,0,57876,"English, French, Italian, German, Portuguese, Russian, Polish, Turkish, Ukrainian, Arabic, Japanese, Korean",12,2013-11-15,2013,1390
"Gurumin: A Monstrous Adventure",0.01,0.01,0,NA,0,78,77,"PlayStation Portable",1,0,"Mastiff  ","Nihon Falcom Corporation  ",26,"Role-Playing",0,0,0,1,0,0,0,0,0,0,9.99,2007-02-12,1,0,0,1,"E10+",1,0,0,0,0,0,15052,"English",2,2005-03-24,2005,690
"Cold Fear",0,NA,0,NA,0,66,76,"PC",0,1,"Ubisoft  ","Darkworks  ",802,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2005-05-17,1,0,0,0,"M",0,0,1,0,0,0,491213,"English, French, Italian, German",4,1962-01-01,1962,15842
"Cold Fear",0.11,0.06,0.04,NA,0.01,68,80,"PlayStation 2",1,0,"Ubisoft  ","Darkworks  ",802,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2005-03-15,1,0,0,0,"M",0,0,1,0,0,0,491213,"English, French, Italian, German",4,2000-03-04,2000,1837
"Cold Fear",0.06,0.05,0.01,NA,0,71,77,"Xbox",1,0,"Ubisoft  ","Darkworks  ",802,"Action",1,0,0,0,0,0,0,0,0,0,9.99,2005-03-15,1,0,0,0,"M",0,0,1,0,0,0,491213,"English, French, Italian, German",4,2001-11-15,2001,1216
"Red Faction II",0,NA,0,NA,0,64,58,"PC",0,1,"THQ  ","Outrage Games  ",527,"Shooter",1,0,0,0,0,0,0,0,0,1,9.99,2003-04-07,1,0,0,0,"M",0,0,1,0,0,0,288506,"English",2,1962-01-01,1962,15071
"Red Faction II",0.12,0.09,0.03,NA,0,74,56,"Xbox",1,0,"THQ  ","Outrage Games  ",527,"Shooter",1,0,0,0,0,0,0,0,0,1,9.99,2003-03-31,1,0,0,0,"M",0,0,1,0,0,0,288506,"English",2,2001-11-15,2001,501
"Red Faction II",0.03,0.03,0.01,NA,0,79,78,"GameCube",1,0,"THQ  ","Cranky Pants Games  ",527,"Shooter",1,0,0,0,0,0,0,0,0,1,9.99,2003-03-31,1,0,0,0,"M",0,0,1,0,0,0,288506,"English",2,2001-08-14,2001,594
"Red Faction II",1.5,0.49,0.78,NA,0.23,84,81,"PlayStation 2",1,0,"THQ  ","Volition Inc.  ",527,"Shooter",1,0,0,0,0,0,0,0,0,1,9.99,2002-10-15,1,0,0,0,"M",0,0,1,0,0,0,288506,"English",2,2000-03-04,2000,955
"Lost Planet 3",0.21,0.07,0.05,0.06,0.03,61,57,"PlayStation 3",1,0,"Capcom  ","Spark Unlimited  ",549,"Shooter",1,0,0,0,0,0,0,0,0,0,24.99,2013-08-27,1,1,1,1,"T",0,1,0,0,0,0,1000847,"English, French, Italian, German, Polish, Russian, Japanese",7,2006-11-11,2006,2481
"Oddworld: Abe's Exoddus",0.99,0.55,0.38,NA,0.06,88,89,"PlayStation",1,0,"GT Interactive  ","Oddworld Inhabitans  ",86,"Platform",1,0,0,0,0,0,0,0,0,0,2.99,1998-10-31,1,0,0,0,"T",0,1,0,0,0,0,216989,"English, French, German, Italian",4,1994-12-03,1994,1428
"King's Bounty: The Legend",0,NA,0,NA,0,79,87,"PC",0,1,"Atari  ","Katauri Interactive  ",527,"Strategy",0,0,0,0,0,0,1,0,0,1,6.99,2008-09-23,1,0,0,0,"T",0,1,0,0,0,0,283850,"English, Russian, French, Italian, German, Czech, Japanese, Hungarian, Polish",9,1962-01-01,1962,17067
"WWE 2K18",0.66,0.35,0.25,NA,0.06,67,48,"Xbox One",1,0,"2K Sports  ","Yuke's  ",57,"Sports",0,0,0,0,0,1,0,0,0,1,59.99,2017-10-13,1,1,0,1,"T",0,1,0,0,0,0,876968,"English, French, Italian, German, Arabic",5,2013-11-22,2013,1421
"WWE 2K18",1.33,0.45,0.67,NA,0.22,66,56,"PlayStation 4",1,0,"2K Sports  ","Yuke's  ",57,"Sports",0,0,0,0,0,1,0,0,0,1,59.99,2017-10-13,1,1,0,1,"T",0,1,0,0,0,0,876968,"English, French, Italian, German, Arabic",5,2013-11-15,2013,1428
"Mighty No. 9",0.11,0.09,NA,NA,0.02,52,35,"PlayStation 4",1,0,"Deep Silver  ","Comcept  ",75,"Platform",1,0,0,0,0,0,0,0,0,0,19.99,2016-06-21,1,1,1,1,"E10+",1,0,0,0,1,0,1000704,"English, French, Italian, German, Japanese, Russian, Korean",7,2013-11-15,2013,949
"A Boy and His Blob",0.21,0.18,0.01,NA,0.02,80,86,"Wii",1,0,"Majesco  ","WayForward Technologies  ",224,"Platform",1,0,0,0,0,0,0,0,0,0,9.99,2009-10-13,1,0,0,1,"E",1,0,0,0,0,0,133527,"English, French, German, Polish, Russian",5,2006-11-19,2006,1059
"Ghost Master",0,NA,0,NA,0,81,78,"PC",0,1,"Empire Interactive  ","Sick Puppies  ",53,"Strategy",0,0,0,0,0,0,1,0,0,0,4.99,2003-08-26,1,0,0,0,"T",0,1,0,0,0,0,1000463,"English, French, German, Italian",4,1962-01-01,1962,15212
"Sniper Elite V2",0.98,0.38,0.4,0.06,0.15,70,69,"PlayStation 3",1,0,"505 Games  ","Rebellion Developments  ",146,"Shooter",1,0,0,0,0,0,0,0,0,0,NA,2012-05-02,1,1,1,1,"M",0,0,1,0,0,0,708630,"English, French, German, Italian, Polish, Russian",6,2006-11-11,2006,1999
"Of Orcs and Men",0,NA,0,NA,0,69,67,"PC",0,1,"Focus Home Interactive  ","Cyanide Studio  ",81,"Action",1,0,0,0,0,0,0,0,0,1,14.99,2012-10-11,1,0,0,1,"RP",0,0,0,1,0,0,226510,"English, German, French, Italian, Russian, Polish",6,1962-01-01,1962,18546
"Disney Epic Mickey 2: The Power of Two",0.24,0.13,0.08,0.01,0.02,57,56,"Wii U",1,0,"Disney Interactive Studios  ","Junction Point Studios  ",133,"Platform",1,0,0,0,0,0,0,0,0,0,19.99,2012-11-18,0,0,1,1,"E",1,0,0,0,0,0,134362,"English, French, Italian, German",4,2012-11-18,2012,0
"Full Spectrum Warrior",0,NA,0,NA,NA,80,71,"PC",0,1,"THQ  ","Pandemic Studios  ",527,"Strategy",0,0,0,0,0,0,1,0,0,1,9.99,2004-09-21,1,0,0,0,"M",0,0,1,0,0,0,73457,"English, French, Italian, Korean, German",5,1962-01-01,1962,15604
"Age of Mythology: The Titans",0.06,0.03,0.02,NA,0.01,84,87,"PC",0,1,"Microsoft Game Studios  ","Ensemble Studios  ",148,"Strategy",0,0,0,0,0,0,1,0,0,0,9.99,2003-09-30,0,0,0,1,"T",0,1,0,0,1,0,742,"English, French, German, Russian, Japanese",5,1962-01-01,1962,15247
"Act of War: High Treason",0,NA,0,NA,0,74,75,"PC",0,1,"Atari  ","Eugen Systems  ",527,"Strategy",0,0,0,0,0,0,1,0,0,1,2.99,2006-05-30,0,0,0,0,"T",0,1,0,0,0,0,3469,"English",2,1962-01-01,1962,16220
"Eagle Flight",0.2,0.09,0.08,NA,0.03,73,69,"PlayStation 4",1,0,"Ubisoft  ","Ubisoft  ",802,"Adventure",0,1,0,0,0,0,0,0,0,0,19.99,2016-11-08,0,1,0,1,"E10+",1,0,0,0,0,0,648655,"English, French, Italian, German, Korean, Japanese, Dutch, Polish, Russian",9,2013-11-15,2013,1089
"Shattered Union",0,NA,0,NA,0,67,63,"PC",0,1,"2K Games  ","PopTop Software  ",97,"Strategy",0,0,0,0,0,0,1,0,0,0,29.99,2005-10-17,1,0,0,0,"T",0,1,0,0,0,0,326,"English",2,1962-01-01,1962,15995
"F1 2014",0.42,0.07,0.27,0.02,0.06,62,40,"PlayStation 3",1,0,"Codemasters  ","Codemasters Birmingham  ",119,"Racing",0,0,1,0,0,0,0,0,0,1,29.99,2014-10-21,1,1,1,1,"E",1,0,0,0,0,0,1000440,"English, French, Italian, German, Japanese, Polish",6,2006-11-11,2006,2901
"Act of War: Direct Action",0,NA,0,NA,0,82,78,"PC",0,1,"Atari  ","Eugen Systems  ",527,"Strategy",0,0,0,0,0,0,1,0,0,1,2.99,2005-03-15,1,1,0,0,"T",0,1,0,0,0,0,59041,"English",2,1962-01-01,1962,15779
"Rayman Raving Rabbids",0.01,NA,0.01,NA,0,58,72,"PC",0,1,"Ubisoft  ","Ubisoft Bulgaria  ",802,"Misc",0,0,0,0,0,0,0,0,1,0,9.99,2006-12-11,1,1,0,0,"E",1,0,0,0,0,0,452108,"English, French",2,1962-01-01,1962,16415
"Rayman Raving Rabbids",0.15,0.13,0.01,NA,0.01,56,68,"Nintendo DS",1,0,"Ubisoft  ","Ubisoft Bulgaria  ",802,"Misc",0,0,0,0,0,0,0,0,1,0,9.99,2007-03-06,1,1,0,0,"E",1,0,0,0,0,0,452108,"English, French",2,2004-11-21,2004,835
"Rayman Raving Rabbids",1.42,1.22,0.07,0.02,0.11,76,78,"Wii",1,0,"Ubisoft  ","Ubisoft Montpellier  ",802,"Misc",0,0,0,0,0,0,0,0,1,0,9.99,2006-11-14,1,1,0,0,"E",1,0,0,0,0,0,452108,"English, French",2,2006-11-19,2006,0
"Rayman Raving Rabbids",0.21,0.18,0.01,NA,0.02,67,76,"Xbox 360",1,0,"Ubisoft  ","Ubisoft Montpellier  ",802,"Misc",0,0,0,0,0,0,0,0,1,0,9.99,2007-04-24,1,1,0,0,"E",1,0,0,0,0,0,452108,"English, French",2,2005-11-22,2005,518
"Ashes Cricket",0.05,NA,0.04,NA,0,79,85,"Xbox One",1,0,"Koch Media  ","Big Ant Studios  ",21,"Sports",0,0,0,0,0,1,0,0,0,0,24.99,2017-11-16,0,0,0,1,"E",1,0,0,0,1,0,335,"English",2,2013-11-22,2013,1455
"East India Company",0.04,0.03,0,NA,0,67,58,"PC",0,1,"Paradox Interactive   ","Nitro Games  ",124,"Strategy",0,0,0,0,0,0,1,0,0,0,9.99,2009-07-28,0,0,0,0,"T",0,1,0,0,0,0,33200,"English, French, German",3,1962-01-01,1962,17375
"Giants: Citizen Kabuto",0,NA,0,NA,0,85,88,"PC",0,1,"Interplay  ","Planet Moon Studios  ",138,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2000-12-06,0,0,0,0,"M",0,0,1,0,0,0,25324,"English",2,1962-01-01,1962,14219
"Summoner",0,NA,0,NA,0,78,77,"PC",0,1,"THQ  ","Volition Inc.  ",527,"Role-Playing",0,0,0,1,0,0,0,0,0,0,4.99,2001-03-21,1,0,0,0,"T",0,1,0,0,0,0,1000660,"English, German",2,1962-01-01,1962,14324
"Summoner",0.51,0.25,0.2,NA,0.07,74,80,"PlayStation 2",1,0,"THQ  ","Volition Inc.  ",527,"Role-Playing",0,0,0,1,0,0,0,0,0,0,4.99,2000-10-25,1,0,0,0,"T",0,1,0,0,0,0,1000660,"English, German",2,2000-03-04,2000,235
"Contrast",0.02,NA,0.01,NA,0,62,76,"PC",0,1,"Focus Home Interactive  ","Unknown  ",81,"Misc",0,0,0,0,0,0,0,0,1,0,9.99,2013-11-15,1,0,0,1,"T",0,1,0,0,1,0,617832,"English, French, Italian, German",4,1962-01-01,1962,18946
"GT Legends",0.02,NA,0.02,NA,0,84,78,"PC",0,1,"Viva Media  ","SimBin  ",42,"Racing",0,0,1,0,0,0,0,0,0,0,7.99,2006-01-23,1,1,0,0,"E",1,0,0,0,0,0,1000216,"English",2,1962-01-01,1962,16093
"de Blob",0.96,0.49,0.37,0,0.1,82,83,"Wii",1,0,"THQ  ","Blue Tongue  ",527,"Platform",1,0,0,0,0,0,0,0,0,1,19.99,2008-09-22,1,0,0,1,"E",1,0,0,0,1,0,584798,"English, French, Italian, German, Danish, Dutch, Finnish, Japanese, Norwegian, Swedish, Portuguese, Korean",12,2006-11-19,2006,673
"X2: The Threat",0,NA,0,NA,0,72,72,"PC",0,1,"Enlight  ","Egosoft  ",15,"Simulation",0,0,0,0,1,0,0,0,0,1,4.99,2003-12-03,1,0,0,0,"T",0,1,0,0,0,0,48224,"English, French, German, Italian, Czech, Polish, Russian",7,1962-01-01,1962,15311
"Alone in the Dark",0.49,0.14,0.3,0,0.05,58,56,"Xbox 360",1,0,"Atari  ","Eden Studios  ",527,"Adventure",0,1,0,0,0,0,0,0,0,1,9.99,2008-06-23,1,0,0,0,"M",0,0,1,0,0,0,1000847,"English, French, Italian, German",4,2005-11-22,2005,944
"Alone in the Dark",0.06,0.03,0.02,NA,0.01,47,51,"PlayStation 2",1,0,"Atari  ","Hydravision Entertainment  ",527,"Adventure",0,1,0,0,0,0,0,0,0,1,9.99,2008-06-23,1,0,0,0,"M",0,0,1,0,0,0,1000847,"English, French, Italian, German",4,2000-03-04,2000,3033
"Oddworld: Munch's Oddysee",0.73,0.54,0.16,NA,0.03,80,86,"Xbox",1,0,"Microsoft  ","Oddworld Inhabitants  ",1222,"Platform",1,0,0,0,0,0,0,0,0,0,4.99,2001-11-06,0,0,0,1,"T",0,1,0,0,0,0,83215,"English, French, Italian, German",4,2001-11-15,2001,0
"Order of War",0.02,0,0.01,NA,0,69,73,"PC",0,1,"Square Enix  ","Wargaming.net  ",318,"Strategy",0,0,0,0,0,0,1,0,0,0,4.99,2009-09-22,1,0,0,0,"T",0,1,0,0,1,0,1000601,"English, French, Russian",3,1962-01-01,1962,17431
"Flipping Death",0.02,0.02,NA,NA,0,76,25,"PlayStation 4",1,0,"Rising Star   ","Zoink Games  ",13,"Platform",1,0,0,0,0,0,0,0,0,0,19.99,2018-08-07,0,0,0,1,"T",0,1,0,0,1,0,253874,"English, French, Italian, German",4,2013-11-15,2013,1726
"Chris Sawyer's Locomotion",0,NA,0,NA,0,59,56,"PC",0,1,"Atari  ","Chris Sawyer  ",527,"Strategy",0,0,0,0,0,0,1,0,0,0,5.99,2004-09-09,0,0,0,0,"E",1,0,0,0,0,0,359,"English",2,1962-01-01,1962,15592
"Just Cause",0.02,NA,0.01,NA,0,75,72,"PC",0,1,"Eidos Interactive  ","Avalanche Studios  ",167,"Action",1,0,0,0,0,0,0,0,0,1,6.99,2006-09-27,1,1,0,0,"M",0,0,1,0,0,0,1000855,"English, French, German, Italian",4,1962-01-01,1962,16340
"Just Cause",0.02,0.01,0.01,NA,0,67,79,"PlayStation 2",1,0,"Eidos Interactive  ","Avalanche Studios  ",167,"Action",1,0,0,0,0,0,0,0,0,1,6.99,2006-09-27,1,1,0,0,"M",0,0,1,0,0,0,1000855,"English, French, German, Italian",4,2000-03-04,2000,2398
"Just Cause",0.14,0.1,0.03,0.01,0.01,73,72,"Xbox 360",1,0,"Eidos Interactive  ","Avalanche Studios  ",167,"Action",1,0,0,0,0,0,0,0,0,1,6.99,2006-09-27,1,1,0,0,"M",0,0,1,0,0,0,1000855,"English, French, German, Italian",4,2005-11-22,2005,309
"Joint Task Force",0,NA,0,NA,0,68,77,"PC",0,1,"Sierra Entertainment  ","Most Wanted Entertainment / HD Interactive  ",188,"Strategy",0,0,0,0,0,0,1,0,0,0,7.99,2006-09-12,0,0,0,0,"T",0,1,0,0,0,0,50158,"English, French, German, Italian",4,1962-01-01,1962,16325
"F1 2015",0.68,0.1,0.45,0.04,0.1,65,64,"PlayStation 4",1,0,"Codemasters  ","Codemasters Birmingham  ",119,"Racing",0,0,1,0,0,0,0,0,0,0,14.99,2015-07-21,1,1,1,1,"E",1,0,0,0,0,0,1000706,"English, French, Italian, German, Japanese, Polish, Russian",7,2013-11-15,2013,613
"Devil May Cry 4",1.58,0.58,0.45,0.34,0.2,84,82,"PlayStation 3",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2008-02-05,1,0,0,1,"M",0,0,1,0,0,0,1001125,"English",2,2006-11-11,2006,451
"Devil May Cry 4",1.34,0.79,0.34,0.08,0.13,84,81,"Xbox 360",1,0,"Capcom  ","Capcom  ",549,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2008-02-05,1,0,0,1,"M",0,0,1,0,0,0,1001125,"English",2,2005-11-22,2005,805
"FlatOut",0,0,0,NA,NA,72,77,"PC",0,1,"Empire Interactive  ","Bugbear Entertainment  ",53,"Racing",0,0,1,0,0,0,0,0,0,0,7.49,2005-07-12,1,1,0,0,"T",0,1,0,0,0,0,797997,"English, French, German, Italian",4,1962-01-01,1962,15898
"The Golf Club",0.13,0.09,0.02,NA,0.02,66,64,"PlayStation 4",1,0,"Maximum Games  ","HB Studios  ",21,"Sports",0,0,0,0,0,1,0,0,0,0,29.99,2014-08-19,1,1,0,1,"E",1,0,0,0,0,0,1000478,"English",2,2013-11-15,2013,277
"Bullet Witch",0.1,0.07,0.01,0.02,0.01,55,60,"Xbox 360",1,0,"Atari  ","Cavia Inc.  ",527,"Shooter",1,0,0,0,0,0,0,0,0,0,14.99,2007-02-27,0,0,0,1,"M",0,0,1,0,0,0,132572,"English, French, Italian, German, Japanese",5,2005-11-22,2005,462
"Sea Dogs",0,NA,0,NA,0,71,85,"PC",0,1,"Bethesda Softworks  ","Akella  ",82,"Simulation",0,0,0,0,1,0,0,0,0,0,11.99,2000-11-24,0,0,0,0,"T",0,1,0,0,0,0,950597,"English, Russian",2,1962-01-01,1962,14207
"Men of War",0.03,0.01,0.02,NA,0,80,80,"PC",0,1,"Aspyr  ","Best Way  ",30,"Strategy",0,0,0,0,0,0,1,0,0,1,4.99,2009-03-16,1,1,1,0,"M",0,0,1,0,0,0,1000613,"English, Russian, French, Italian, German",5,1962-01-01,1962,17241
"FlatOut 4: Total Insanity",0.02,0.01,NA,NA,0,62,66,"PlayStation 4",1,0,"Unfinished Pixel  ","Kylotonn Entertainment  ",3,"Racing",0,0,1,0,0,0,0,0,0,0,29.99,2017-03-17,1,1,0,1,"T",0,1,0,0,0,0,63190,"English, French, Italian, German, Polish, Russian",6,2013-11-15,2013,1218
